"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Psoriasis Vulgaris","pmb","Seorang laki-laki berusia 30 tahun datang ke puskesmas dengan keluhan bercak kemerahan di lutut sejak 2 bulan yang lalu. Bercak terasa sedikit gatal dan dirasakan cukup menganggu. Pasien juga mengeluh nyeri di sendi-sendi jari dan kuku-kuku yang rusak. Pada pemeriksaan fisik didapatkan geographic tongue, serta plak eritem pada lutut dengan skuama tebal transparan. Pada pemeriksaan Auspitz Sign dan Karsvlek sign didapatkan hasil positif. Apakah pemeriksaan penunjang untuk menegakkan diagnosis pada kasus tersebut?","","Tes Wood Lamp","Tes KOH","Pemeriksaan slit skin smear","Pemeriksaan histopatologi","Uji cukit kulit","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Angioedema","pmb","Pasien seorang laki-laki, 23 tahun, mengeluh bengkak di bibir dan sekitar mata setelah makan kepiting beberapa menit yang lalu. Pasien juga mengeluh suara tiba-tiba menjadi serak dan terasa sesak. Gatal (-) nyeri (+). Pasien sebelumnya tidak pernah ada keluhan seperti ini. Pada pemeriksaan tanda vital, TD: 120/70 mmHg; RR: 30 x/menit; N: 97x/menit; S: 36,4ºC. SpO2 90 %. Wheezing pada kedua lapang paruu. Pemeriksaan dermatologis: edema oral dan preorbital. Apakah terapi yang awal yang diberikan pada kondisi di atas?","","Cetirizine tab 10 mg","CTM tab","Loratadin tablet 10 mg","Injeksi epinefrin 1 : 1000 0,3 – 0,5 ml","Injeksi dipenhidramin 10 mg","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dermatitis Seboroik","pmb","Seorang perempuan 23 tahun datang ke puskesmas dengan keluhan muncul bercak merah bersisik dibelakang telinga. Bercak terasa gatal saat makan berlemak. Pada pemeriksaan dermatologi dijumpai patch eritema dengan skuama berminyak, oil paper test (+). Apa tatalaksana yang tepat pada kasus ini?","","Mengoleskan baby oil pada daerah yang sakit","Memberikan keratolitik","Memberikan kompres NaCl","Memberikan bedak","Memberikan krim antibiotik","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Urtikaria kronis","pmb","Seorang laki- laki 32 tahun datang ke poliklinik dengan keluhan gatal kemerahan di kedua lengan dan badan yang semakin memberat. Keluhan ini muncul sejak 2 bulan lalu terutama saat bangun tidur pagi hari, muncul hilang-timbul. Pemeriksaan tanda tanda vital dalam batas normal. Pada pemeriksaan dermatologis, terdapat urtika multipel pada ekstremitas superior dekstra-sinistra dan trunkus superior. Apa diagnosis pasien tersebut?","","Urtikaria kronis","Vaskulitis alergi","Gigitan serangga","Angioedema","Trombophlebitis","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","dx: Tinea Incognito","pmb","Ny. A, 40 tahun, datang ke dokter dengan keluhan muncul ruam yang terasa gatal di tangan kanannya. Keluhan dirasakan oleh pasien sejak 2 minggu yang lalu. Pasien sudah mengoleskan mometason yang dibeli sendiri, gatal sedikit berkurang, namun ruam meluas. Dari pemeriksaan fisik, vital sign dalam batas normal. Regio manus dekstra didapatkan efloresensi berupa skuama, papul eritematosa dengan tepi meninggi. Pemeriksaan penunjang yang tepat untuk pasien adalah…","","Pewarnaan Gram","KOH 10%","KOH 20%","Wood lamp","Histo PA","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Trikomoniasis","pmb","Perempuan 24 tahun sedang hamil anak pertama. Saat ini mengeluh adanya keputihan berbau, berbusa dan berwarna kuning kehijauan sejak 1 minggu yang lalu. Pada pemeriksaan inspekulo didapatkan gambaran strawberry cervix appearance. Apakah pemeriksaan penunjang yang dilakukan untuk menegakkan mendiagnosis pasien di atas ?","","Dark field mikroskop","Pemeriksaan gram","Pemeriksaan giemsa","Pemeriksaan sediaan basah","Pemeriksaan serologi","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dx: Tinea Imbricata","pmb","Seorang laki-laki berusia 34 tahun datang dengan keluhan gatal pada punggung sejak 1 minggu yang lalu. Gatal dirasakan terutama saat pasien berkeringat. Pasien bekerja sebagai petani. Dari pemeriksaan fisik didapatkan TD 120/80 mmHg, HR 80 x/menit, RR 20 x/menit, dan suhu 36.9oC. Pada regio thorax posterior didapatkan lesi berupa skuama yang tersusun konsentris dan menyebar. Dokter melakukan pemeriksaan penunjang dengan KOH 20%. Temuan apa yang mungkin didapatkan oleh dokter?","","Spaghetti and meatball appearance","Hifa pendek dan spora bergerombol","Blastospora","Pseudohifa","Double contour bersekat dan arthrospora","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Azitromisin 1g DT (ulkus mole)","pmb","Laki-laki usia 30 tahun datang dengan keluhan luka pada batang kemaluan. Sebelumnya dia sempat merayakan pesta dan berhubungan seksual dengan pacarnya tanpa menggunakan kondom. Beberapa hari kemudian pasien mengeluh demam dan menggigil disetai nyeri pada kelamin. Pada pemeriksaan fisik didapatkan ulkus multipel, dasar nekrotik, dengan pus dan tanda radang di sekitarnya. Apakah terapi yang dapat diberikan pada kasus tersebut?","","Azitromisin 1g DT","Penisilin benzatin 2,4 juta IU DT","Metronidazole 2g DT","Eritromisin 4x500 mg 3 hari","Siprofloksasin 500 mg DT","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dx: Tinea pedis (vesicobullous type)","pmb","Seorang laki-laki berusia 45 tahun datang ke praktik dokter dengan keluhan kedua telapak kaki terasa nyeri dan gatal. Telapak kaki terasa nyeri saat pasien berjalan. Keluhan dirasakan sejak 4 hari yang lalu. Pasien bekerja sebagai peternak dan jarang mengenakan alas kaki saat bekerja. Hasil pemeriksaan vital sign dalam batas normal. Status dermatologis plantar pedis dekstra dan sinistra didapatkan vesikel, pustul, dan bula yang telah pecah. Pemeriksaan penunjang dengan KOH didapatkan hifa panjang dengan septa. Tatalaksana yang tepat untuk pasien adalah…","","Terbinafin 1%","Ketokonazole 2%","Mupirocin 2%","Hidrocortisone 1%","Mometasone furoate 0.1%","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Pitiriasis alba","pmb","Seorang anak usia 10 tahun dikeluhkan muncul bercak putih di wajah tanpa disertai rasa gatal. Anak diketahui seringkali bermain kelereng dan bola setiap sepulang sekolah. Ibu pasien khawatir anaknya tertular panu dari temannya. Pada pemeriksaan dermatologis didapatkan makula hipopigmentasi berbatas tidak tegas dengan skuama halus, sensitifitas kulit dalam batas normal. Pemeriksaan KOH (-). Apakah diagnosis anak tersebut?","","Pitiriasis versicolor","Hipopigmentasi pasca inflamasi","Vitiligo","Kusta","Pitiriasis alba","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Malassezia furfur","pmb","Tn. K usia 50 tahun datang ke PKM dengan keluhan gatal pada sekitaran leher dan pundak sejak 1 minggu ini. Gatal dirasakan terutama saat pasien berkeringat. Dari pemeriksaan fisik status dermatologis didapatkan lesi berupa patch hipopigmentasi multipel dengan skuama tipis diatasnya. Apa etiologi penyebab keluhan pada pasien?","","Candida albican","Tricophyton rubrum","Malassezia furfur","Microsporum canis","Tricophyton concentricum","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Lanolin anhydrous (Miliaria profunda)","pmb","Pasien laki-laki usia 25 tahun datang dengan keluhan adanya beruntusan berwarna keputihan pada daerah dada dan punggung. Keluhan gatal memberat saat pasien selesai bekerja sebagai kuli bangunan. Riwayat demam sebelumnya disangkal. Pada pemeriksaan dermatologi didapatkan papul dengan ukuran milier, warna putih dan sebagian sama seperti kulit sekitarnya, tidak didapatkan tanda-tanda peradangan. Apakah terapi yang dapat diberikan pada pasien tersebut?","","Neomycin sulfate 0,5%","Betamethasone valerate 0,1%","Lanolin anhydrous","Selenium sulfida 1,8%","Diphenhydramine HCl","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dx: Kandidiasis Kutis","pmb","Ny. E usia 56 tahun, datang dengan keluhan terdapat bercak merah di bawah payudaranya sejak 1 bulan yang lalu. Bercak dirasakan sangat gatal. Pasien merupakan penderita Dari pemeriksaan fisik status dermatologis didapatkan plak eritematosa disertai erosi dan papul-papul yang tersebar seperti satelit. Terapi topikal yang dapat diberikan pada pasien adalah…","","A Golongan alilamin topikal","Shampo anti jamur","Topikal kortikosteroid","antibiotik","Golongan azole topikal","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Miliaria Kristalina","pmb","Anak laki-laki usia 3 tahun dikeluhkan muncul bintik-bintik di bagian leher dan punggung dan seringkali hilang timbul. Keluhan muncul terutama bila cuaca sedang panas. Pada pemeriksaan ditemukan vesikel milier, seperti tetes air mata, juga lesi ekskoriasi di tempat yang sama. Edukasi yang diberikan pada pasien tersebut adalah ?","","KIE mengurangi makanan pedas dan berlemak","KIE berjemur rutin setiap pagi","KIE hindari mandi terlalu sering","KIE gunakan pakaian yang lebih ketat","KIE untuk sering berada di tempat yang sejuk dan menggunakan pakaian yang menyerap keringat","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dx: Candidiasis Oral","pmb","Pasien laki-laki berusia 45 tahun datang berobat ke dokter dengan keluhan ada bercak bercak putih di mulut sejak 1 minggu ini. Dari anamnesis diketahui bahwa pasien memiliki riwayat diabetes mellitus dan tidak rutin berobat. Status lokalis cavum oris didapatkan plak putih mudah diangkat dan tidak berdarah di lidah, mukosa bucal dalam batas normal. Tatalaksana yang dapat diberikan untuk pasien adalah..","","Itrakonazole 2 x 200 dosis tunggal","Flukonazole 150 mg dosis tunggal","Ketokonazol 2 x 200 selama 5 hari","Fluconazole 1 x 300 mg selama 1 minggu","Clotrimazole troches 10 mg tablet hisap 5x/hari","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Miliaria pustulosa","pmb","Anak perempuan, usia 3 tahun dibawa ibunya ke puskesmas dengan keluhan bintil bintil di dahi dan punggung sejak 1 minggu terakhir. Keluhan disertai rasa nyeri terutama saat di raba. Pada pemeriksaan lokalis didapatkan papul, pustul dengan tepi eritema dan tersebar diskret terutama pada daerah yang berkeringat. Riwayat penyakit serupa pada keluarga disangkal. Apakah diagnosis kasus tersebut?","","Miliaria Kristalina","Miliaria rubra","Scabies","Miliaria pustulosa","Folikulitis","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dx: Leukoplakia","pmb","Pasien laki-laki berusia 48 tahun datang berobat ke dokter dengan keluhan ada bercak bercak putih di mulut sejak 1 bulan ini. Pasien perokok berat sejak muda, berhenti merokok sejak 1 tahun yang lalu. Dari anamnesis diketahui bahwa pasien memiliki riwayat sakit HIV. Status lokalis cavum oris didapatkan plak putih dengan permukaan verukosa dan sulit diangkat di mukosa bucal. Diagnosis penyakit pada pasien adalah…","","Kandidiasis pseudomembran akut","Kandidiasis atrofik akut","Kandidiasis atrofik kronik","Kandidiasis hiperplastik kronik","Perleche","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Dermatitis perioral","pmb","Perempuan usia 25 tahun datang ke dokter dengan keluhan gatal di sisi bibir sejak 1 minggu terakhir. Awalnya tampak bintil kemerahan namun semakin hari semakin gatal. Pasien sudah menggunakan salep gatal dari apotek namun tidak membaik. Pada pemeriksaan fisik didapatkan patch dan papul eritema tersusun padat, nyeri (+), teraba hangat (+), pus (-). Riwayat alergi obat atau kosmetik disangkal. Apakah diagnosis pasien tersebut?","","Amoxiclav oral","Krim clobetasol 0.05%","Metronidazole salep","Hidrokortison 1 %","Ketokonazole 2 %","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Eritroplakia","pmb","Pasien laki-laki berusia 50 tahun datang berobat ke dokter dengan keluhan ada bercak bercak kemerahan di mulut sejak 2 bulan yang lalu. Tidak terasa gatal, nyeri, ataupun panas. Pasien perokok berat sejak muda hingga saat ini. Selain itu pasien juga sering mengkonsumsi alkohol. Status lokalis cavum oris didapatkan patch eritmatous soliter berbatas tidak tegas disertai indurasi. Pemeriksaan histopatologi ditemukan horn pearl. Apakah diagnosis pada pasien tersebut ?","","Oral liken planus","Verrucous carcinoma","Eritroplasia","Oral Trush","Eritematous candidiasis","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Hidradenitis supuratif","pmb","Seorang wanita usia 23 tahun datang dengan keluhan muncul benjolan di ketiaknya. Ayah dan kakak pasien juga pernah mengalami hal yang sama. Pasien mengeluh deman dan menggigil. Pasien menderita sindrom metabolik. Dari pemeriksaan status lokalis ditemukan nodul multipel dan sebagian nodul pecah membentuk fistula dan mengeluarkan pus. Apakah diagnosis pada pasien tersebut?","","Folikulitis","Furunkel","Kandidiasis intertriginosa","Hidradenitis supuratif","Proriasis inversa","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","BCC","pmb","Seorang laki-laki berusia 45, berprofesi sebagai nelayan tradisional, dating ke puskesmas, mengeluh luka dikakinya yang tidak sembuh-sembuh. Dari pemeriksaan fisik didapatkan status dermatologis luka yang kotor seperti gigitan tikus. Hasil pemeriksaan histopatolgi gambaran sel palisade. Apakah diagnosis pasien tersebut?","","Keratosis Seboroik","Melasma","Melanoma Maligna","Nevus Pigmentosus","Basal Cell Carcinoma","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Asam retinoat 0,05% dan doksisiklin 100 mg PO (Acne vulgaris gr III -IV/derajat sedang)","pmb","Perempuan usia 14 tahun datang dengan keluhan jerawat yang memberat sejak 1 bulan terakhir. Pada pemeriksaan dermatologi wajah sisi kanan terdapat papul eritema multipel dengan pustul sebanyak 22. Sedangkan, pada sisi kiri terdapat lesi yang sama dengan jumlah 19 papul. Tampak komedo terbuka dan tertutup diantara papul. Apakah terapi yang dapat diberikan pada pasien tersebut?","","Asam retinoat 0,1%","Benzoil peroksida 5% topikal","Asam retinoat 0,05% dan clindamycin 1% topical","Asam retinoat 0,05% dan doksisiklin 100 mg PO","Methylprednisolone 8 mg PO","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Xanthoma","pmb","Perempuan usia 35 tahun datang dengan keluhan obesitas dan terdapat beberapa benjolan berwarna merah kekuningan pada daerah siku dan bokongnya yang mulai timbul sejak 5 bulan terakhir. Dari pemeriksaan profile lemak didapatkan, Kolesterol total 230 LDL 178 HDL 40. Dari pemeriksaan dermatologi didapatkan multiple papul berkonfluens pada regio siku dan gluteal berwarna kuning dengan dikelilingi pinggir yang eritematous. Apa diagnosis pada kasus di atas?","","Xanthoma","Xanthelasma","Keratosis seboroik","Dermatitis seboroik","Basalioma","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Klasifikasi Akne Vulgaris (Perdoski, 2017)","pmb","Perempuan usia 18 tahun datang dengan keluhan jerawat di wajahnya. Pada pemeriksaan dermatologi didapatkan didapatkan komedo terbuka di kedua sisi wajah sebanyak 15 buah, disertai papul 5 buah dan pustul sebanyak 10 buah. Apakah diagnosis kasus tersebut?","","Acne vulgaris derajat ringan","Acne vulgaris derajat sedang","Acne vulgaris derajat berat","Miliaria profunda","Dermatitis perioral","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Hemangioma","pmb","Bayi laki-laki 9 bulan, lahir dengan tanda lahir yang makin lama makin membesar diwajahnya. Ibunya khawatir akan menganggu penampilanya ketika dewasa. Dari pemeriksaan dermatologi didapatkan makula dan plak eritematosa berukuran 3x6 cm dengan pinggir yang irregular dan tidak ada nyeri tekan. Hasil tes diaskopi (-) sebagian. Apa diagnosis pada kasus di atas ?","","Eritroderma","Eritrasma","Red man syndrome","Lymphoma","Hemangioma","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Ptiriasis rosea","pmb","Perempuan, 20 tahun datang ke dokter denagn keluhan bercak-bercak merah di seluruh tubuh, tersebar di dada, perut, punggung, dan paha atas. Keluhan sudah ada sejak 1 minggu sebelum pasien datang ke poliklinik. Bercak-bercak tersebut terasa gatal di malam hari dan semakin hari semakin banyak. Pasien sudah memakai bedak dingin tetapi tidak sembuh, Beberapa hari sebelum timbul bercak merah di seluruh badan ini timbul, ada sebuah bercak agak besar, kira-kira 4 cm pada punggung kiri, bercak berbentuk oval, gatal, dengan warna merah di pinggir lebih tua dari warna di tengah dengan skuama halus di atasnya. Hasil pemeriksaan KOH (-). Apakah diagnosis pasien tersebut?","","Ptiriasis rosea","Dermatitis numularis","Dermatitis seboroik","Tinea corporis","Morbus Hansen","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Lentigo","pmb","Seorang perempuan berusia 65 tahun datang ke praktik dokter dengan keluhan muncul bercak kecoklatan berbentuk oval di sekitar bibir kiri. 5 bulan yang lalu bercak ini tidak terlalu besar dan makin lama makin meluas. Pasien merupakan sudah tidak menggunakan KB hormonal sejak 10 tahun terakhir. Dari pemeriksaan dermatologis regio facialis didapatkan macula hiperpigmentasi di area periofisial. Apakah etiologi yang tepat pada kasus pasien tersebut?","","Paparan sinar UV","Autoimun","Genetik","Hormonal","Idiopatik","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Moluskum Kontagiosum","pmb","Anak 9 tahun datang dibawa ibunya dengan keluhan muncul bintil-bintil di lengan anaknya. Keluhan tidak disertai nyeri maupun demam sebelumnya. Riwayat keluhan muncul setelah anak pulang dari kelas berenang di sekolah barunya. UKK : Papul lentikular dengan delle di atasnnya dan keluar massa putih seperti lilin saat di palpasi. Apakah tata laksana topikal untuk pasien ini?","","Acyclovir salep 5 %","Gentamicin salep","TCA 80 %","Tingtura podofilin 10 %","Kantaridin 0,7 %","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Melanoma maligna","pmb","Seorang wanita berusia 32 tahun datang ke dokter karena terdapat lesi di pipinya. Lesi telah berkembang secara signifikan selama beberapa bulan terakhir. Dia melaporkan tidak ada gejala lain. Riwayat medis masa lalunya biasa-biasa saja. Pada pemeriksaan dermatologi didapatkan makula hiperpigmentasi dengan diameter 10 mm, batas tidak tegas tepi irregular, warna tidak pekat merah mudah kecoklatan diatasnya terdapat ulsearsi. Ditemukan pembesaran KGB leher. Apakah diagnosis dari pasien ini ?","","Melanoma maligna","Nevus pigmentosum","Basal cell carcinoma","Squamous cell carcinoma","Keratosis seboroik","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","TCA 80-90%","pmb","Wanita 27 tahun datang dengan keluhan kutil pada kelaminnya yang dirasakan sejak 2 minggu terakhir. Riwayat promisikuitas (+). Saat ini pasien sedang mengandung anak kedua. Status dermatologis : tampak papul berbentuk jengger ayam. Terapi topikal yang tepat pada pasien ini adalah?","","Asam salisilat 20-40%","tingtura podofilin 25%","TCA 80-90%","Larutan AgNO3 25%","Kaustik","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Nevus Pigmentosum","pmb","Seorang wanita berusia 22 tahun datang ke dokter karena merasa terganggu dengan bercak hitam di hidunganya. Lesi telah ada sejak lahir dan tidak berkembang hanya menggangu penampilanya saja. Dia melaporkan tidak ada gejala lain. Riwayat medis masa lalunya biasa-biasa saja. Pada pemeriksaan dermatologi didapatkan makula hiperpigmentasi dengan diameter 4 mm, batas tegas tepi regular, warna pekat hitam. Apakah diagnosis dari pasien ini ?","","Melanoma maligna","Nevus pigmentosum","Basal cell carcinoma","Squamous cell carcinoma","Keratosis seboroik","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","veruka vulgaris","pmb","Pasien 32 tahun datang dengan keluhan kutil pada tangannya. Awalnya, kutil tersebut kecil namun 2 bulan terakhir mulai menyebar ke beberapa tempat disekitarnya. Pasien tidak mengeluhkan nyeri maupun gatal. Effloresensi : tampak multiple papul verukosa berukuran 3mm-5mm, permukaan kasar dan bersisik. etiologi yang menyebkan keluhan di atas?","","human herpes virus 4","human papilloma virus 2","human herpes virus 2","human papilloma virus 6","poxvirus","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Alopecia Androgenetic","pmb","Seorang laki-laki usia 48 th berprofesi sebagai supir antar provinsi datang ke poli kulit kelamin dengan keluhan rambut semakin menipis, jarak dahi dan rambut pasien makin jauh. Kebotakan ditemukan pada bagian vertex saja. Riwayat keluarga ada ayah dengan keluhan serupa (+). Riwayat sering berganti-ganti pasangan seksual dan mengeluh keluar cairan kental dari penisnya. VDRL TPHA negative. Diagnosis pasien tersebut?","","Alopecia sifilitica","Alopecia areata","Alopecia androgenic","Alopecia gonoreatica","Telogen Efflovium","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Variola","pmb","Seorang anak 8 th dibawa ibunya ke PKM karena muncul bintil-bintil kecil berwarna seperti kulit normal yang menyebar di seluruh badan dan banyak terpusat di tangan dan kaki. Riwayat pasien sebelumnya demam tinggi 40oC, lemah, nyeri kepala dan nyeri tenggorokan 3 hari lalu. Pada pemeriksaan ditemukan vesikel homogen di area wajah, extremitas, palmo-plantar dan sedikit di trunkus. Permukaan vesikel membentuk kubah dengan umbilikasi. Diagnosis kasus tersebut adalah ?","","Molluscum contagiosum","Herpes simplex recurrent","Verucca Vulgaris","Herpes Zoster Generalisata","Variola","e"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Alopesia areata","pmb","Seorang pria berusia 23 tahun dengan riwayat vitiligo datang ke dokter kulit untuk beberapa area kebotak tanpa rasa sakit di kulit kepala. Dia membantah mencabut rambut dengan sengaja. Tidak ada jaringan parut, eritema, atau peradangan. Kebotakan berbentuk oval diameter 3 cm. Exclamation mark hair (+). Apakah diagnosis pasien tersebut ?","","Alopecia sifilitica","Alopecia areata","Alopecia androgenic","Alopecia universalis","Telogen Efflovium","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Ramsay Hunt Sindrome","pmb","Seorang laki-laki usia 48 tahun datang dengan keluhan muncul bintil bintil berisi cairan ditelinga sebelah kanan. Pasien juga mengeluh 3 hari ini sering merasakan pusing berputar dan juga telinga berdenging. Selain itu pasien juga merasakan susah untuk menggerakan bibir sebelah kanan dan riwayat keluarga mengatakan bahwa bibirnya terlihat mencong. Pada pemeriksaan fisis didapatkan effloresensi berupa vesikel bergerombol pada telinga kanan dan nyeri pada perabaan. Apakah diagnosis kasus tersebut?","","neuralgia post herpetik","Bells palsy","Ramsay hunt sindrom","Herpes zoster ophtalmicus","herpes zoster oticus","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Liken planus oral","pmb","Seorang wanita usia 41 tahun mengeluh sejak 1 tahun yg lalu timbul sariawan di pipi kanan dan kiri. Ayah pasien juga memiliki riwayat seruoa. Kelainan tersebut muncul setelah pasien mengaku memiliki masalah keluarga yang berat. Pada pemeriksaan fisik didapatkan lesi putih berupa bercak-bercak seperti berenda. Diagnosis pada pasien tersebut adalah","","Kandidiasis oral","Liken planus oral","Carcinoma verukosa","Oral hairy Leukoplakia","Migratory glossitis","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Herpes Zoster","pmb","Pria 28 tahun datang dengan keluhan nyeri punggung kanan atas dan terada pedis dan menusuk. Awalnya, muncul bintil berair 3 hari yang lalu. Pada pemeriksaan fisis ditemukan effloresensi berupa multiple vesikel berkelompok, krusta (+), unilateral. Tata laksana yang tepat ?","","acyclovir 200mg 5 kali sehari","acyclovir 400mg per 8 jam","famsyclovir 500mg setiap 8 jam","valacyclovir 500mg per 8 jam","famsyclovir 1 gram per 8 jam","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","","pmb","Laki-laki usia 20 tahun datang ke Puskesmas dengan keluhan bengkak pada kedua kaki dan kemaluan sejak 8 hari yang lalu. Pada pemeriksaan didapatkan TTV dalam batas normal, oedema scrotal dan non-pitting edema pada kedua ekstremitas bawah. Pada pemeriksaan hapusan darah tepi didapatkan mikrofilaria dengan warna transparan, halus, terminal nuclei (-), rasio panjang dan lebar kepala 1:1. Apakah diagnosis pasien tersebut?","","Filariasis","Schistosomiasis","Taeniasis","Oxyuriasis","Ascariasis","a"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Varicella","pmb","Seorang anak 12 tahun datang dengan keluhan muncul bintik-bintik berair disertai beberapa papul dan kemerahan pada tubuhnya dan sedikit gatal. Awalnya didahului demam, meriang dan rasa mual. Riwayat mata merah disangkal, batuk tidak ada. Status dermatologis : tampak multiple papul eritema, vesikel berisi cairan jernih dan beberapa mulai keruh dan multiple krusta, lesi polimorf. Apakah zat pewarna yang di perlukan untuk mendiagnosis pasien di atas?","","HE","Giemsa","Safranind","Metylen blue","Cristal violet","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Pedikulosis Kapitis","pmb","Perempuan 16th datang ke puskesmas dengan ibunya dengan keluhan gatal pada kepalanya. Pasien mengeluhkan hal ini sejak 2 minggu yang lalu. Pasien sehari-harinya tinggal di asrama Bersama teman sekolah lainnya. Pasien bercerita bahwa di asrama pasien juga banyak yang mengeluhkan hal yang serupa. Saat dilakukan pemeriksaan fisik didapatkan gambaran abu-abu mengkilat dan banyak pada batang rambut. Diagnosis pada pasien ini adalah ?","","Pedikulosis korporis","Pedikulosis pubis","Pedikulosis kapitis","Tinea kapitis","skabies","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Campak","pmb","Seorang anak 10 tahun diantar ibunya datang dengan keluhan muncul bercak kemerahan diseluruh tubuhnya. Bercak awalnya muncul di daerah telinga namun tiba tiba menyebar ke seluruh tubuh dan tidak gatal. Sehari sebelumnya mata anak kemerahan dan disertai demam tinggi dan batuk pilek. Anak merasa lemas. Pada pemeriksaan fisis : TD 100/70 N: 102x/menit P: 18x/menit T 38.2. Status dermatologis : tampak lesi seperti butiran pasir dengan eritema disekitarnya pada daerah buccal dan multiple macula papule eritematous yang menyebar di daerah wajah, trunkus dan ekstremitas. Apa etiologi yang menyebabkan keluhan di atas ?","","Poxvirus","Human Papilloma Virus","Varizella-zoster Virus","Paramyxoviridae","Human Herpes Virus 2","d"
"kedokteran","Kulit Kelamin","Kulit Kelamin","","pmb","Seorang laki-laki 23 tahun dayang ke poli umum dengan keluhan gatal gatal pada seluruh tubuhnya. Pasien seorang mahasiswa dan tinggal Bersama 10 orang temannya di kontrakan. Pasien mengaku jarang mengganti pakaiannya. Pada pemeriksaan fisik didapatkan multiple ekskoriasi, papul dan juga krusta. Terapi yang dapat diberikan pada pasien tersebut adalah :","","Mupirocin cr 2%","Permethrine cr 1%","Permethrine cr 5%","Albendazol 1x400mg","Miconazole cr","c"
"kedokteran","Kulit Kelamin","Kulit Kelamin","DKI","pmb","Seorang wanita berusia 27 tahun datang ke Poli Kulit dan Kelamin dengan keluhan telapak tangan terasa kering dan sedikit gatal sejak ± 1 tahun yang lalu. Awalnya pasien merasakan gatal dan perih pada kedua tangannya, disertai perubahan warna menjadi lebih merah dibandingkan kulit sekitarnya dan terbentuk lenting-lenting berisi air. Keluhan ini bertambah banyak jika pasien mencuci pakaian dengan menggunakan detergen. Pasien mencuci pakaian dengan menggunakan berbagai macam merek detergent tanpa menggunakan sarung tangan dan tidak menggunakan alas kaki. Pasine bekerja di laundry. Saat dilakukan pemeriksaan patch test tampak pola decresendo. Apakah diagnosis dari kasus diatas ?","","Dermatitis atopi","Dermatitis Kontak iritan","Keratosis palmaris","Dermatitis Kontak alergi","Tinea Manus","b"
"kedokteran","Kulit Kelamin","Kulit Kelamin","Pedikulosis Pubis","pmb","Seorang laki-laki 29 th datang dengan keluhan gatal pada kemaluan. Keluhan ini dirasakan sejak 1 minggu yang lalu. Pasien mengaku penyuka sesama jenis. Beberapa hari yg lalu pasien sering menemukan titik-titik darah pada celana dalamnya. Pada pemeriksaan fisik didapatkan multiple ekskoriasi dan bintik- bintik hitam seperti bekas gigitan. Apakah terapi pada pasien tersebut ?","","Malathion 1%","Sulfur Precipitatum 5%","Permetrin 1% lotion","Lindane 1 %","Hidrokortison 1%","c"
