"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"kedokteran","Komprehensif","","","pmb","Anak perempuan, 12 tahun, diantar orang tuanya ke poliklinik dengan keluhan kedua mata merah. Keluhan berlangsung sejak 3 minggu yang lalu dan sering hilang timbul. Keluhan disertai rasa gatal dan berair. Pemeriksaan tanda vital dan visus dalam batas normal. Pada pemeriksaan mata didapatkan gambaran cobblestone disertai hiperemis pada konjungtiva palpebral. Diagnosis?","","Skleritis","Episkleritis","Konjungtivitis viral","Konjungtivitis vernal","Konjungtivitis bakteri","D"
"kedokteran","Komprehensif","","","pmb","Perempuan, 40 tahun, datang ke puskesmas dengan keluhan mata merah. Hal ini disadari sejak tadi pagi. Pasien menyangkal adanya trauma maupun penyakit terdahulu. Pada pemeriksaan tanda-tanda vital didapatkan dalam batas normal. Pemeriksaan visus ODS 6/6. Pada inspeksi OD, tampak adanya blood pool pada konjungtiva bulbi. Tata laksana yang tepat?","","Kompres dingin","Kompres hangat","Antibiotik topikal","Observasi","Acetazolamide oral","D"
"kedokteran","Komprehensif","","","pmb","Laki-laki, 30 tahun, datang ke poliklinik dengan keluhan nyeri pada telinga kanan. Pasien merupakan seorang atlet tinju. Sebelumnya, pasien sempat mengalami benjolan pada daun telinga yang berisi cairan namun pasien tidak berobat. Pada pemeriksaan daun telinga kanan tampak perubahan bentuk telinga, daun telinga terlihat pucat, fibrosis (+). Komplikasi yang terjadi?","","Pseudokista","Othematoma","Cauliflower ear","Perikondritis","Fistula preaurikula","C"
"kedokteran","Komprehensif","","","pmb","Perempuan, 45 tahun datang ke IGD RS dengan keluhan pusing sejak 3 hari yang lalu. Pusing dirasakan berputar, disertai mual muntah, terkadang sampai keluar keringat dingin saat serangan. Pasien merasa membaik apabila menutup mata. Selain itu pasien mengeluh adanya gangguan pendengaran dan sering berdenging pada telinga kanannya. Pasien sudah pernah mengalami keluhan serupa hilang timbul. Pemeriksaan TTV dbn. Pemeriksaan fisik ditemukan nistagmus horizontal dan pemeriksaan neurologis dalam batas normal. Diagnosis?","","Neuritis vestibularis","BPPV","Migrain","Meniere disease","Tumor cerebellopontine","D"
"kedokteran","Komprehensif","","","pmb","Anak laki-laki, 10 tahun, datang dibawa ibunya ke IGD RS dengan keluhan nyeri pada belakang telinga kiri. Hal ini telah dialami sejak 3 hari yang lalu. Menurut ibu pasien, sempat keluar cairan berbau dari telinga kiri hilang timbul sejak 8 bulan yang lalu. Pada pemeriksaan fisik, dijumpai (+) secret berbau busuk pada liang telinga, perabaan postauricular hangat, edema (+), hiperemis (+). Pemeriksaan otoskopi telinga kiri ditemukan sekret mukopurulen (+), MT perforasi atik. Pemeriksaan foto polos dijumpai mastoid air cells tidak terlihat jelas. Tata laksana definitif?","","Insisi drainase","Antibiotik sistemik","Mastoidektomi","Aspirasi","Timpanoplasti","C"
"kedokteran","Komprehensif","","","pmb","Wanita, 40 tahun, datang dengan keluhan penurunan pendengaran. Pasien mengatakan keluhan sudah dialami sejak 5 hari yang lalu, disertai dengan nyeri telinga kanan. Pasien memiliki riwayat DM sejak 10 tahun lalu. Pemeriksaan fisik dijumpai lagoftalmos pada mata kanan pasien. Nyeri tekan (+), nyeri tarik daun telinga (+), liang telinga edema, MT sulit dievaluasi. Diagnosis?","","OMSK tipe maligna","Ramsay hunt syndrome","Otitis eksterna maligna","Labirinitis","OE difusa","C"
"kedokteran","Komprehensif","","","pmb","Seorang anak laki-laki 8 tahun dibawa ibunya ke poliklinik karena selalu mengorok saat tidur. Pasien juga mengeluhkan nyeri telan dan hidung tersumbat berulang. Riwayat alergi disangkal. Pemeriksaan fisik tampak wajah pasien facies colley. Pemeriksaan tenggorokan tonsil T2/T2 hiperemis (-), kripte melebar, detritus (-). Diagnosis?","","Rhinitis kronik","Hipertrofi adenoid","Insomnia","Angiofibroma juvenile","Tonsilitis kronik","B"
"kedokteran","Komprehensif","","","pmb","Anak laki-laki 5 tahun diantar kedua orang tuanya ke IGD RS dengan keluhan demam dan nyeri tenggorokan sejak 3 hari. Riwayat imunisasi tidak lengkap. TTV N 120, RR 20, T 39. Pemeriksaan fisik tenggorokan tampak dinding faring hiperemis dengan tonsil T2/T2 hiperemis (+), detritus (+), membran (+), ketika diangkat, tampak berdarah. Tata laksana definitif?","","Antibiotik","Anti tetanus serum","Antitusif","Kortikosteroid oral","Antipiretik oral","A"
"kedokteran","Komprehensif","","","pmb","Laki-laki 32 tahun datang ke klinik dokter mengeluhkan suaranya parau dan nyeri tenggorokan sejak 5 hari yang lalu. Sebelumnya pasien merasa sering mengalami batuk dan keringat pada malam hari sejak 2 bulan yang lalu. Pasien juga merasa semakin kurus tanpa diketahui kenapa. Pada pemeriksaan tanda vital didapatkan TD 120/80, N 80, RR 20, T 38. Pemeriksaan fisik THT tampak dinding faring, uvula dan kedua tonsil hiperemis, (+) ulkus dengan gambaran mouse bite appearance. Diagnosis?","","Faringitis TB","Faringitis akut","Tonsiltis kronis eksaserbasi akut","Tonisilitis akut","Faringitis atrofi","A"
"kedokteran","Komprehensif","","","pmb","Perempuan, 30 tahun, datang ke poliklinik dengan keluhan nyeri pada bagian dahi sejak 2 minggu lalu terutama dirasakan saat pasien menundukkan kepalanya. Hal ini diperparah sejak anak perempuan pasien mulai memelihara kucing. Pasien mengaku memiliki alergi terhadap bulu hewan. Pasien juga sering mengalami pilek hilang-timbul. TTV TD 120/80, N 80, RR 20, T 37,9. Nyeri ketok dahi (+), pada cavum nasi tampak edema konka dengan sekret serous. Hasil pemeriksaan lab dijumpai leukositosis dengan dominan granulosit. Tata laksana yang tepat?","","Irigasi hidung","Steroid intranasal","Dekongestan","Steroid sistemik","Antibiotik","E"
"kedokteran","Komprehensif","","","pmb","Anak laki-laki, 8 tahun, datang dibawa ibunya ke IGD RS dengan keluhan nyeri pada telinga kiri sejak 1 hari SMRS. Anak merasakan ada sesuatu yang bergerak-gerak di dalam telinga. Riwayat mengorek-ngorek telinga sebelumnya disangkal. Pada pemeriksaan otoskopi dijumpai serangga pada CAE, gerak (+). Tata laksana?","","Observasi hingga serangga berjalan keluar dengan sendirinya","Observasi hingga serangga mati kemudian lakukan ekstraksi","Ekstraksi serangga dengan forcep alligator","Matikan serangga dengan lidocaine kemudian ekstraksi dengan forcep alligator","Irigasi dengan NaCl 0.9%","D"
"kedokteran","Komprehensif","","","pmb","Laki-laki, 15 tahun, datang dibawa ibunya ke puskesmas dengan keluhan pendengaran telinga kiri menurun sejak 2 bulan. Pasien juga mengeluhkan telinga berdenging serta telinga kiri terasa penuh. Pasien memiliki kebiasaan mengorek telinga dengan cotton bud. Pada pemeriksaan fisik ditemukan adanya massa kecoklatan dengan konsistensi padat dan keras yang memenuhi liang telinga sebelah kiri. Tata laksana?","","Mengeluarkan serumen dengan forcep","Mengeluarkan serumen dengan kapas yang dililitkan","Irigasi air hangat sesuai dengan suhu tubuh","Meminta pasien untuk meneteskan carbogliserin 10% selama 3 hari lalu kontrol Kembali","Meneteskan ofloxacine pada telinga kiri pasien","D"
"kedokteran","Komprehensif","","","pmb","Anak laki-laki, 8 tahun, datang dibawa ibunya ke poliklinik dengan keluhan sering mimisan sejak 3 bulan lalu. Riwayat trauma sebelumnya disangkal. Pada pemeriksaan tanda-tanda vital didapatkan N 100, RR 20, T 36,5. Pemeriksaan fisik tampak konjungtiva anemis (+/+) pada cavum nasi tampak bekas perdarahan. Pada pemeriksaan dengan rinoskopi anterior (+) massa kenyal, mudah berdarah. Pemeriksaan penunjang yang tepat?","","Foto waters","Foto Caldwell","Angiografi","CT scan paranasal","MRI kepala","C"
"kedokteran","Komprehensif","","","pmb","Laki-laki, 45 tahun, datang ke IGD RS diantar oleh anaknya dengan keluhan keluar darah dari mulut dan hidung sejak 1 jam lalu. Pada pemeriksaan fisik TD 180/110, N 96, RR 18 dan suhu 37. Pada pemeriksaan hidung didapatkan darah bersumber dari hidung dan perdarahan post nasal. Tata laksana yang tepat?","","Tampon pehakain","Tampon anterior","Tampon bellocq","Injeksi asam traneksamat IV","Metode Trotter’s","C"
"kedokteran","Komprehensif","","","pmb","Perempuan, 21 tahun, datang ke IGD RS diantar oleh kedua orang tuanya dengan keluhan pusing disertai dengan mual dan muntah. Menurut orang tua pasien, pasien baru saja berpergian dengan menggunakan kereta api dari kota B ke kota A untuk mudik di kampung halamannya. Pada pemeriksaan fisik didapatkan TTV normal. Edukasi yang tepat?","","Sebaiknya pasien duduk di sisi yang berlawanan dengan geraknya kendaraan","Sebaiknya pasien tidak melakukan aktivitas seperti membaca buku maupun bermain HP saat berada dalam kendaraan","Sebaiknya pasien tidur saja saat berada dalam kendaraan","Sebaiknya pasien tidak lagi naik kendaraan","Sebaiknya pasien tidak berada dalam kendaraan lebih dari 10 km","B"
"kedokteran","Komprehensif","","","pmb","Perempuan, 25 tahun datang ke poliklinik dengan keluhan hidung sering gatal-gatal dan bersin sejak 2 bulan ini. Pasien juga sering mengalami hidung tersumbat. Keluhan dirasakan 5x/minggu, namun apabila timbul sampai pasien tidak bisa tidur. Ibu pasien memiliki riwayat asma. Pada pemeriksaan fisik ditemukan kedua kavum nasi sempit, konka edema, permukaan licin, terdapat sekret serous. Tata laksana yang sesuai?","","Irigasi hidung","Steroid intranasal","Dekongestan","Steroid sistemik","Antibiotik","B"
"kedokteran","Komprehensif","","","pmb","Seorang pria berusia 30 tahun dibawa ke IGD setelah terjatuh dari sebuah gedung 30 menit yang lalu. Saat datang pasien dalam keadaan gelisah. Tanda vital didapatkan tekanan darah 80/palpasi, HR 130x/min, RR 30x/min, dan suhu 37C. Pemeriksaan fisik didapatkan fraktur terbuka regio tibialis dextra dengan dasar luka kotor, perdarahan aktif (+). Dari kondisi tersebut berapakah kemungkinan jumlah kehilangan darah pada pasien ?","","500-750 mL","750-1500 mL",">2000 mL","<500 mL","1500-2000 mL","E"
"kedokteran","Komprehensif","","","pmb","Seorang wanita usia 20 tahun dibawa ibunya ke poliklinik karena sudah tidak haid selama 1 tahun. Ibu juga mengeluh anak tampak sangat kurus dan sangat susah disuruh makan. Pasien mengatakan ia takut menjadi gemuk sehingga setiap setelah makan ia selalu memuntahkan makanannya. Pada pemeriksaan fisik BB pasien 38 kg dan TB pasien 163 cm. Apakah tatalaksana farmakologis yang tepat?","","Amitriptilin","Aripriprazol","Rawat inap","Cognitive-behavioral therapy","Litium","A"
"kedokteran","Komprehensif","","","pmb","Seorang pasien perempuan berusia 60 tahun terdiagnosis dengan kanker ovarium stadium 4. Pasien meminta agar dokter merahasiakan kondisi bahwa pasien memiliki kanker dengan prognosis yang tidak baik pada keluarganya, agar keluarga pasien tidak mencemaskannya. Apakah tindakan yang tepat dilakukan oleh dokter?","","Menolak dan diam diam menceritakan kondisi pasien ke keluarganya","Membujuk pasien agar mau menceritakan penyakitnya ke keluarganya","Dokter meminta tolong perawat untuk memberitahu diagnosis pasien pada kelaurga","Dokter menerima permintaan pasien","Dokter memberitahu teman sejawatnya tentang permintaan pasien","D"
"kedokteran","Komprehensif","","","pmb","Dokter melakukan penelitian untuk mengetahui hubungan antara pemberian susu formula pada bayi yang dirawat di NICU dengan kejadian enterokolitis nekrotikans dalam 1 bulan pertama. Dari 100 bayi, 60 diantaranya minum susu formula dan hanya 40 bayi yang minum ASI. Setelah diikuti selama 1 bulan, dari 60 bayi yg minum susu formula, 40 diantaranya terdiagnosis enterokolitis nekrotikans. Sedangkan dari 40 bayi yang minum ASI, hanya 5 diantaranya yang terdiagnosis enterokolitis nekrotikans. Apakah desain penelitian yang digunakan?","","Kohort prospektif","Kohort retrospektif","Case control","Eksperimental","Potong lintang","A"
"kedokteran","Komprehensif","","","pmb","Seorang laki-laki 35 tahun datang ke klinik dokter setelah merasa telinga kanannya penuh. Pasien sebelumnya batuk pilek selama 3 hari dan baru saja turun dari mendaki gunung. Pemeriksaan tanda vital TD 120/80 mmHg, nadi 88x/menit, RR 19x/menit, suhu 36,6oC. Pemeriksaan otoskopi telinga kanan ditemukan membrane timpani tampak suram dan refleks cahaya menghilang. Pemeriksaan pendengaran telinga kanan kesan tuli konduktif ringan. Apa tatalaksana yang tepat untuk pasien tersebut?","","Miringotomi","Antibiotik tetes telinga","Tampon antibiotik","Cuci telinga hidrogen peroksida","Efedrin tetes hidung","E"
"kedokteran","Komprehensif","","","pmb","Seorang pria berusia 30 tahun dibawa ke IGD setelah mengalami kecelakaan lalu lintas. Pasien mengeluhkan nyeri pada kaki kanannya. Saat dilakukan pemeriksaan fisik didapatkan pembengkakan pada tungkai kanan bawah, tampak mengkilat, tegang. Ujung ekstremitas terlihat pucat, teraba dingin, dan arteri dorsalis pedis tidak teraba. Apakah tatalaksana awal yang harus dilakukan pada pasien ini ?","","Pemasangan spalk","Pemberian heparin intravena","Fasciotomi","ORIF cruris dextra","Amputasi","C"
"kedokteran","Komprehensif","","","pmb","Seorang perempuan usia 80 tahun dibawa ke IGD rumah sakit dengan keluhan batuk darah sejak 1 minggu lalu serta berat badan yang turun drastis. Dari hasil rontgen dada ditemukan kecurigaan massa di paru lobus superior dekstra. Dokter berencana merujuk pasien ke RS yang lebih besar supaya pasien mendapat perawatan dari beberapa spesialis. Jenis rujukan yang dibuat dokter untuk pasien adalah...","","Split Referral","Cross Referral","Interval Referral","Total Referral","Collateral Referral","A"
"kedokteran","Komprehensif","","","pmb","Seorang wanita usia 40 tahun mengeluh kencing dari jalan lahir setelah melahirkan anak ke 5. Pemeriksaan fisik TD 120/70 mmHg, nadi 88 x/menit, RR 20 x/menit, suhu 36.8°C. Tampak genangan urin pada inspekulo vagina. Apakah diagnosis yang paling tepat?","","Fistula vesikovaginal","Prolaps uteri","Fistula rektovaginal","Inkontinensia stress","Fistula rektovesikal","A"
"kedokteran","Komprehensif","","","pmb","Pasien perempuan usia 20 tahun mengeluh payudara kanan bengkak. Pemeriksaan fisik TD 120/70 mmHg, HR 85 x/menit, RR 20 x/menit, T 38,5 C. Status lokalis area mamae dextra tampak kemerahan dan nyeri tekan, tanpa fluktuasi. Apakah tatalaksana medikamentosa pada pasien ini?","","Insisi drainase","Kompres hangat","Aspirasi sumbatan","Eritromisin 750 mg/12 jam","Kloksasilin 500 mg/6 jam","E"
"kedokteran","Komprehensif","","","pmb","Seorang anak berusia 12 tahun dibawa keluarganya ke IGD RS karena demam tinggi dan mulai bicara melantur. Pasien sudah demam sejak sekitar 1 bulan yang lalu, demam selalu tinggi. Sebelumnya pasien sempat mengeluh tidak bisa BAB selama 2 minggu, kemudian BAB menjadi cair selama 2 minggu setelahnya. Pada pemeriksaan didapatkan kesadaran apatis, T 39.8 C, TD 110/80 mmHg, HR 80x/menit, RR 20x/menit, hepar teraba 2 jari dibawah arcus costa, Hb 11 g/dL, leukosit 22.000, trombosit 78.000, tes widal (+). Dimanakah salah satu tempat multiplikasi bakteri penyebab penyakit ini?","","Gaster","Eritrosit","Colon","Peyer’s patch","Ductus kolektivus","D"
"kedokteran","Komprehensif","","","pmb","Seorang pasien anak berusia 4 tahun dipindah rawat ke ruang ICU karena mengalami kejang dan penurunan kesadaran. Orang tua mengatakan anak sempat muntah, kemudian seluruh badan kaku kelojotan. Anak dirawat karena demam yang berkepanjangan dan batuk selama 1 bulan. Diketahui pasien tinggal lama bersama kakeknya yang sedang dalam pengobatan penyakit paru selama 6 bulan. Pemeriksaan tanda vital HR 100x/menit, RR 24x/menit, T 38.8 C. Status antropometri BB/TB <-3 SD. Pada pemeriksaan fisik kesadaran anak somnolen, terdapat kaku kuduk (+), refleks patologis (+). Manakah diantara diagnosis di bawah ini yang paling mungkin diderita oleh pasien?","","Edema cerebri","Bronkopneumonia","Meningoensefalitis TB","Massa intracranial","Kejang demam","C"
"kedokteran","Komprehensif","","","pmb","Seorang laki-laki usia 50 tahun dibawa ke poliklinik oleh keluarganya karena sering murung, tidak nafsu makan, susah tidur, dan tidak lagi mau melakukan aktivitas sehari-hari yang biasanya ia lakukan. Tahun lalu pasien sempat didiagnosis skizofrenia, saat ini keluhan halusinasi sudah tidak ada lagi. Apakah diagnosis pada pasien?","","Skizofrenia simpleks","Depresi pasca skizofrenia","Skizofrenia katatonik","Skizofrenia hebefrenik","Skizofrenia paranoid","B"
"kedokteran","Komprehensif","","","pmb","Seorang bayi laki-laki usia 1 bulan dibawa ke poliklinik oleh ibunya karena terdapat celah pada bibir sejak lahir. Setiap kali minum ASI pasien akan tersedak. Keluhan demam, mual dan muntah disangkal. Dari anamnesis diketahui anak lahir preterm 31 minggu dengan berat lahir 1.700 gr. Pada pemeriksaan didapatkan celah pada bibir dise belah kiri yang meluas hingga dasar cavum nasi. Apakah tatalaksana yang tepat untuk anak ini?","","Observasi hingga usia anak 6 bulan","Dilakukan operasi sebelum usia anak 24 bulan","Dilakukan operasi setelah usia anak sekitar 2.5 bulan","Dilakukan operasi sebelum usia anak 12 bulan","Dilakukan operasi segera mungkin","C"
"kedokteran","Komprehensif","","","pmb","Seorang pria berusia 45 tahun dibawa ke IGD setelah tersetrum listrik saat mencoba memperbaiki lampu di rumahnya sekitar 2 jam yang lalu. Pada pemeriksaan tanda vital BP 90/60 mmHg, HR 75x/menit, RR 16x/menit, suhu afebris, berat badan pasien 50 kg. Didapatkan luka bakar pada telapak tangan kiri, kanan dan pada seluruh dada serta wajah. Berapakah luas luka bakar yang dialami oleh pasien ?","","13.50%","15%","15.50%","22.50%","25%","C"
"kedokteran","Komprehensif","","","pmb","Seorang perempuan, berusia 45 tahun, datang ke IGD puskesmas dengan keluhan utama dada tidak nyaman sejak 3 jam yang lalu. Pasien merasa dada berdebar – debar. Nyeri dada disangkal. Pasien senang begadang dan minum kopi sejak duduk di bangku SMA. Pada pemeriksaan fisik didapatkan TD 140/90, Nadi 120 x/menit ireguler, RR 21 x/menit, suhu afebris. Pada pemeriksaan EKG didapatkan gambaran sebagai berikut. Apakah diagnosis pada pasien ini?","","Ventrikular Ekstrasistol","Sinus Takikardi","Ventrikular Takikardi","Ventrikular Fibrilasi","Atrial Flutter","A"
"kedokteran","Komprehensif","","","pmb","Seorang perempuan usia 30 tahun, G1P0A0 hamil 36 minggu mengalami kejang. Pemeriksaan didapatkan TD 200/110 mmHg, nadi 102 x/menit, pernapasan 24 x/menit, dan suhu 37.5C. Pemeriksaan dalam menunjukkan belum adanya pembukaan. Apakah tatalaksana penghentian kejang yang tepat?","","Induksi persalinan","Inj. MgSO4 4 gram","SC","Nifedipine 30 mg","Ramipril 5 mg","B"
"kedokteran","Komprehensif","","","pmb","Seorang perempuan berusia 60 tahun datang ke IGD dibawa keluarga karena mendadak pingsan. Sebelum pingsan pasien mengeluh nyeri dada sebelah kiri yang menjalar hingga ke punggung dan terasa berat seperti ditimpa benda berat. Pasien sebelumnya memiliki riwayat penyakit jantung dan gagal ginjal yang tidak terkontrol. Pemeriksaan fisik nadi carotis tidak teraba. EKG didapatkan gambaran sebagai berikut. Pasien sudah dilakukan pemasangan intubasi dan pemberian epinefrin 1 mg. Terapi lanjutan yang tepat untuk pasien tersebut adalah?","","Monitor dan observasi","MgSO4 injeksi","Synchronized Cardioversi 100 Joule","Pijat jantung dan ventilasi berjalan masing - masing","Adenosin IV","D"
"kedokteran","Komprehensif","","","pmb","Seorang wanita usia 38 tahun G4P3A0 UK 26+4 minggu datang ke RS dengan keluhan gerakan janin menghilang sejak 2 hari yang lalu pasca terpeleset di rumah. Pemeriksaan fisik TD 110/60 mmHg, HR 73 x/menit, RR 20 x/menit, T 36,6°C. DJJ tidak ditemukan dengan USG. Apakah diagnosis pada pasien ini?","","IUGR","IUFD","Polihidramnion","Oligohidramnion","Gemeli","B"
"kedokteran","Komprehensif","","","pmb","Seorang bayi perempuan usia 9 hari dibawa ibunya ke Puskesmas dengan keluhan mata kuning sejak 2 hari yg lalu. Empat hari sebelumnya bayi terlihat lesu, malas minum, kadang disertai muntah 2-3 kali sehari, dan panas badan. Keluhan disertai kencing berwarna seperti teh pekat sejak kemarin. Bayi lahir normal spontan dengan BBL 3200 gram, panjang 50 cm, ditolong oleh bidan. Pada anamnesis lebih lanjut ibu diketahui bekerja sebagai PSK dan tidak pernah memeriksakan kehamilannya ke tenaga kesehatan. Apakah pemeriksaan penunjang yang sebaiknya dilakukan?","","HBsAg dan IgM anti HAV","Anti-HBs dan IgM anti-HAV","Hbe dan anti HBs","IgM anti-HBc dan HBeAg","HBsAg dan IgM anti-HBc","E"
"kedokteran","Komprehensif","","","pmb","Perempuan berusia 20 tahun datang ke IGD dengan keluhan sesak napas sejak 3 hari SMRS. Keluhan disertai dengan demam yang hilang timbul sejak 2 bulan. Pasien juga mengeluhkan nyeri sendi dan badan terasa lemas (+). Pemeriksaan tanda vital dalam batas normal. Pemeriksaan fisik didapatkan malar rash (+), oral ulcer (+), dan petekie (+) pada tungkai. Hasil pemeriksaan darah pasien Hb 7, leukosit 5000, dan trombosit 90.000. Apakah kemungkinan diagnosis pasien?","","Demam rematik","Arthritis Reumatoid","SLE","Sjogren Syndrome","Leukemia","C"
"kedokteran","Komprehensif","","","pmb","Seorang pria berusia 25 tahun datang ke IGD setelah KLL 1 jam yang lalu. Kesadaran pasien penuh. Saat dilakukan pemeriksaan radiologi, ditemukan gambaran hiperlusen pada paru kanan. Pemeriksaan fisik ditemukan RR : 30x/menit, SpO2 90%, gerak dada asimetris, perkusi hipersonor di paru kanan, suara napas vesikuler menurun di paru kanan, TD : 120/80 mmHg, HR : 110x/menit, suara jantung normal. Diagnosis yang tepat pada pasien ini adalah......","","Hematothorax masif","Tamponade jantung","Simple pneumothorax","Tension pneumothorax","Pneumothorax sekunder","C"
"kedokteran","Komprehensif","","","pmb","Seorang laki-laki usia 21 tahun dibawa ke IGD oleh ibunya. Ibu nya khawatir karena akhir-akhir ini anaknya terlihat selalu gelisah, sering berkeringat dingin, tubuh bergetar dan terlihat sangat kurus. Setelah wawancara dengan pasien, ia mengaku sebelumnya ia rutin menggunakan obat yang membuat perasaannya menjadi gembira. Pada pemeriksaan tanda vital TD : 120/70 mmHg, RR : 19x/menit, RR : 82x/menit, dan Suhu 36.7oC. Diagnosis yang paling mungkin adalah...","","Intoksikasi amfetamin","Intoksikasi cannabis","Intoksikasi benzodiazepine","Withdrawal amfetamin","Withdrawal cannabis","E"
"kedokteran","Komprehensif","","","pmb","Seorang wanita 44 tahun datang ke poli THT dengan keluhan suaranya serak sejak 2 bulan terakhir. Pasien bekerja sebagai guru menyanyi di SD sudah selama 20 tahun. Keluhan lain seperti demam, batuk berdarah, penurunan berat badan disangkal oleh pasien. Riwayat merokok dan minum alkohol disangkal. Pemeriksaan tanda vital didapatkan TD 120/80 mmHg, nadi 78x/menit, RR 20x/menit, T 36,7oC. Apa pemeriksaan lanjutan yang diperlukan untuk mendiagnosis pasien ?","","Rhinoskopi posterior","Laringoskopi indirek","Kuisioner GERD-Q","pH-metri","Endoskopi","B"
"kedokteran","Komprehensif","","","pmb","Wanita 20 tahun G1P0A0 hamil 30 minggu mengalami perdarahan dari jalan lahir. Pemeriksaan fisik TD 90/60, HR 108, RR 20, T 36,7 C, USG tampak plasenta menutupi Sebagian ostium uteri internum. Apakah diagnosis pada pasien ini?","","Solusio Plasenta","Abortus","Plasenta Inkreta","Plasenta Previa","Plasenta Akreta","D"
"kedokteran","Komprehensif","","","pmb","Perempuan berusia 23 tahun dibawa ke IGD dengan keluhan tidak sadarkan diri sejak 1 jam yang lalu. Pasien sebelumnya mengonsumsi obat nyeri yang dibeli dari warung. Dari hasil pemeriksaan fisik didapatkan TD 80/palpasi, HR 120x/menit, RR 30x/menit, suhu 36 C, wheezing +/+, dan urtikaria +. Dokter berencana untuk memberikan adrenalin. Berapakah dosis pemberian yang paling tepat?","","0.3-0.5 cc dengan pengenceran 1:1000 IV","0.1-0.2 cc dengan pengenceran 1:10.000 IM","0.1-0.2 cc dengan pengenceran 1:1000 IM","0.3-0.5 cc dengan pengenceran 1:1000 IM","0.3-0.5 cc dengan pengenceran 1:10.000 IV","D"
"kedokteran","Komprehensif","","","pmb","Seorang anak perempuan usia 15 tahun datang ke Poliklinik RS dengan keluhan bercak merah gatal sejak 2 minggu yang lalu. 2 hari yang lalu, muncul bercak kemerahan lain disekelilingnya. Pemeriksaan fisik didapatkan TD 130/85 mmHg, HR 98 x/menit, RR 20 x/menit, T 36,6 ̊C, pada punggung ditemukan lesi berupa makula eritem, multipel, berbatas tegas, tersebar dengan pola seperti pada gambar. Apakah diagnosis penyakit ini?","","Sifilis sekunder","Pitiriasis rosea","Tinea korporis","Psoriasis gutata","Dermatitis numularis","B"
"kedokteran","Komprehensif","","","pmb","Laki-laki berusia 50 tahun datang dengan keluhan penurunan kesadaran sejak 6 jam SMRS. Awalnya, pasien mengeluhkan demam yang hilang timbul disertai dengan menggigil selama 7 hari. Keluhan juga disertai dengan kejang 1x dirumah. Pemeriksaan fisik GCS 12, TD 90/60 mmHg, HR 110x/menit, RR 26x/menit, dan suhu 40’C. Pemeriksaan status generalisata didapatkan conjunctiva anemis dan sclera ikterik, dan hepatosplenomegaly (+). Status neurologis kaku kuduk (-), fungsi motoris dalam batas normal. Pemeriksaan penunjang didapatkan hasil seperti gambar berikut. Apakah diagnosis yang paling mungkin?","","Enchephalitis Virus","Malaria","Malaria Cerebral","Meningitis Bakterial","Toxoplasmosis Cerebri","C"
"kedokteran","Komprehensif","","","pmb","Seorang perempuan usia 30 tahun diantar ke IGD puskesmas karena tidak bisa buang air besar sejak 3 hari yang lalu. Keluhan disertai mual, muntah, dan nyeri pada perut. Tidak ada demam. 1 minggu yang lalu pasien mengalami BAB encer dan minum obat sendiri melampaui dosis anjuran. Tanda vital : TD 100/60 mmHg, HR 90x/menit, RR 22x/menit, S 37 C.. PF : tampak perut distensi, perkusi timpani, auskultasi bising usus menurun, dan pemeriksaan RT ampulla recti intak Apakah kemungkinan diagnosis pada pasien ini?","","Peritonitis primer","Peritonitis sekunder","Ileus paralitik","Ileus obstruksi","Kolitis ulseratif","C"
"kedokteran","Komprehensif","","","pmb","Pria usia 70 tahun datang ke poliklinik untuk kontrol gula darah. Pasien memiliki riwayat DM tipe 2 sejak 2 tahun lalu dan rutin minum metformin. Pemeriksaan fisik didapatkan TD 130/80 mmHg, HR 80x/menit, RR 18x/menit, T 36.6 C. Pemeriksaan lab didapatkan GDP 200mg/dL, HbA1C 9.5%. Dokter berencana memulai terapi insulin pada pasien. Apakah indikasi terapi insulin pada kasus tersebut?","","Gagal dengan kombinasi OHO dosis optimal","HbA1c > 9%","DM Gestasional","Alergi terhadap OHO","Gangguan fungsi ginjal yang berat","B"
"kedokteran","Komprehensif","","","pmb","Polisi datang ke dokter di sebuah RS dengan membawa pasien yang diduga adalah korban penganiayaan. Pasien mengalami luka tusuk di dada. Setelah dirawat selama 2 hari, pasien meninggal dunia. Dokter diminta untuk melakukan autopsi. Autopsi tersebut termasuk ke dalam jenis autopsi...","","Anatomi","Klinis","Verbal","Medikolegal","Needle autopsy","D"
"kedokteran","Komprehensif","","","pmb","Seorang wanita usia 27 tahun G1P0A0 UK 30 minggu datang untuk periksa kehamilan. Setelah dilakukan pemeriksaan golongan darah untuk persiapan persalinan, didapatkan golongan darah Ibu O Rh negative dan ayah A Rh positif. Apakah komplikasi berat yang dapat terjadi?","","Anensefali","Hydrops fetalis","Ikterik neonatus fisiologis","Spina bifida","Hidrosefalus","B"
