"Prodi","Topik Soal","Kategori Materi","Materi Soal","Tipe Soal","Soal","Deskripsi Soal","A","B","C","D","E","Jawaban"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki usia 35 tahun datang ke UGD diantar polisi dengan luka terbuka di bagian kepala akibat terkena pukulan botol kaca. Sebagai dokter yang menangani apakah beban yang harus dilakukan dokter?","","Menentukan adanya kekerasan","Menentukan luka akibat kekerasan dan derajat luka","Menentukan derajat luka dan bentuk luka","Menentukan jenis luka dan derajat luka","Menentukan adanya luka, jenis luka, dan kualifikasi luka","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang mayat laki-laki ditemukan di tepi sungai. Pada pemeriksaan mayat ditemukan bekas luka berbentuk bulan sabit di leher dan terdapat fraktur os hyoid. Apakah penyebab kematiannya?","","Hanging","Smoothering","Strangulation","Throttling","Gagging","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang mayat didapatkan dengan lebam pada leher dan punggung yang hilang dengan penekanan. Tidak didapatkan kaku mayat dan tanda pembusukan. Kapankah perkiraan waktu kematian?","","1–2 jam","4–8 jam","6–18 jam","12–24 jam","Lebih dari 24 jam","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Mayat ditemukan di tepi laut. Pada pemeriksaan luka didapatkan keriput pada tangan dan kaki serta mulut dan hidung berbusa. Pada pemeriksaan juga didapatkan bintik perdarahan pada kelopak bola mata dan lebam meluas. Terdapat luka terbuka tepi rata pada tangan atas kanan ukuran 2,5x1,5 cm dikelilingi luka lecet ukuran 2,5x2,5 cm. Ditemukan luka memar pada dahi tanpa krepitasi pada kepala serta luka lecet dan memar. Apakah penyebab kematian tersebut?","","Luka pada lengan atas","Luka pada kepala","Immersion drowning","Masuknya air dan benda asing ke dalam tubuh","Refleks vagal","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Laki-laki usia 16 tahun dibawa warga ke UGD setelah tawuran dengan keluhan luka pada betis kanan. Luka terbuka tepi rata, sudut luka tajam, dengan dasar luka tampak otot, pembuluh darah dan saraf putus. Jenis luka yang tampak pada korban adalah?","","Luka sayat","Luka terbuka","Luka bacok","Luka robek","Luka mekanik","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Mayat perempuan usia 40 tahun ditemukan dalam posisi tengkurap di kamarnya. Dilakukan penyidikan jam 10.00 15 Juni. Dijumpai lebam mayat berwarna merah keunguan yang tidak dapat menghilang, kaku mayat pada seluruh persendian, tidak ada tanda-tanda pembusukan. Kapan perkiraan waktu kematian korban?","","Jam 8–10 tanggal 15 Juni","Jam 4–8 tanggal 15 Juni","Jam 4–8 tanggal 14 Juni","Jam 4 tanggal 14 Juni sampai jam 4 tanggal 15 Juni","Jam 10 tanggal 14 Juni sampai jam 2 tanggal 15 Juni","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Mayat laki-laki dibawa polisi untuk dilakukan pemeriksaan otopsi luar ke Instalasi Forensik RS Ingenio. Dijumpai bibir dan kuku sianosis, lebam mayat pada kaki dan bokong, tampak sperma pada orificium eksternum, dijumpai luka bekas jeratan leher berbentuk huruf V. Apa penyebab kematian pada pasien?","","Hanging","Choking","Smoothering","Drowning","Strangulation","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Laki-laki usia 21 tahun datang ke IGD RS dengan membawa surat permintaan VER dari penyidik. Pasien mengaku dipukul oleh teman kerjanya 3 jam lalu. Dari pemeriksaan fisik didapatkan pembengkakan mengelilingi mata kanan dengan warna merah kebiruan. Kesimpulan VER yang paling tepat adalah?","","Terdapat luka memar pada mata kanan akibat dipukul temannya","Terdapat luka memar pada mata kanan karena kekerasan tumpul","Terdapat luka memar pada mata kanan karena kekerasan benda tumpul","Terdapat luka memar pada mata kanan akibat dipukul","Terdapat luka memar pada mata kanan akibat pukulan","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang pria datang ke dokter jaga RS dan berkata bahwa beliau ingin dibuatkan surat kematian terhadap adiknya yang baru saja meninggal dunia. Apa yang pertama sebaiknya dokter tersebut lakukan?","","Langsung membuatkan surat VER jenazah","Menolak untuk membuatkan karena tidak ada surat permintaan VER","Langsung ke area TKP untuk mengamati langsung apakah benar berita kematian tersebut","Menyarankan pria tersebut untuk melapor ke polisi terlebih dahulu","Membuat surat visum sementara","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Ditemukan korban meninggal dunia di suatu gedung kosong. Diduga korban meninggal karena luka tusuk. Pada pemeriksaan didapatkan luka panjang 4,5 cm, lebar 0,5 cm, dan kedalaman 22 cm. Berapa ukuran senjata yang digunakan?","","Panjang 25 cm dan lebar 5 cm","Panjang 25 cm dan lebar 3 cm","Panjang 20 cm dan lebar 5 cm","Panjang 15 cm dan lebar 5 cm","Panjang 15 cm dan lebar 3 cm","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Ditemukan seorang mayat wanita pada kamar suatu hotel, kemudian dibawa ke RS untuk dilakukan otopsi dan didapat luka pada pelipis kanan. Luka berbentuk bundar, kelim lecet (+), tattooage (+), jelaga (+), kelim api (+), tepi luka berwarna merah. Luka apakah yang didapatkan pada mayat tersebut?","","Luka tembak tempel","Luka tembak jarak sangat dekat","Luka tembak jarak dekat","Luka tembak jarak jauh","Luka tembak jarak sangat jauh","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang dewasa, korban kejahatan, menderita luka-luka bacok di lengan bawah kiri. Setelah dirawat tampak korban ketakutan dan pucat, sehingga korban dirawatinapkan untuk diobservasi. Laporan yang diberikan kepada penyidik yang membawa SPV berupa?","","Visum et repertum sementara","Visum et repertum lanjutan","Visum et repertum tetap","Visum et repertum definitif","Surat keterangan opname","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang istri, 25 tahun, melaporkan kepada yang berwajib kalau telah dianiaya suaminya 2 hari yang lalu. Pada pemeriksaan didapatkan luka memar di tangan, pipi kanan, hidung. Tensi 130/80, kesadaran baik. Jawaban dokter atas visum dari penyidik saat ini didasarkan pada...","","Hasil pemeriksaan fisik saat ini","Hasil pemeriksaan fisik 2 hari yang lalu","Hasil pemeriksaan fisik setelah perawatan","Hasil wawancara","Hasil rontgen kepala","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Perempuan 34 tahun ditemukan meninggal di pinggir sungai. Pada pemeriksaan luar didapat bentukan seperti luka memar. Untuk memastikan penyebab kematian korban apakah mati karena tenggelam atau dibunuh dulu kemudian ditenggelamkan, maka pemeriksaan yang dilakukan adalah?","","Tes Apung Paru","Tes Getah Paru","Tes Diatom","Gettler Test","Berat Jenis Darah","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Pada sebuah kecelakaan dan terbakarnya bus yang membawa tentara setelah menjalani kegiatan militer, ditemukan 30 korban menumpuk di dekat pintu keluar bagian depan dan belakang. Seluruh korban mengalami luka bakar derajat 3 di seluruh tubuh. Apakah metode pemeriksaan yang paling cepat yang dapat digunakan identifikasi pada kasus tersebut?","","Visual","Serologi","Sidik DNA","Sidik gigi","Daktiloskopi","D"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Ny. M, 30 tahun, datang ke dokter mengaku mengalami KDRT yang dilakukan oleh suaminya. Didapatkan luka terbuka berukuran 10 cm di lengan atas kiri bagian dalam. Sebagian luka masih mengeluarkan nanah dengan permukaan kulit sekitar luka berwarna kuning kehijauan. Ditemukan pula memar kebiruan di pergelangan tangan dan pipi. Pasien sudah mendapatkan perawatan dan diberikan antibiotik. Menurut KUHP, luka ini termasuk?","","Luka ringan","Luka sedang","Luka berat","Luka yang mengancam jiwa","Kualifikasi luka belum dapat ditentukan karena belum mendapatkan perawatan","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Laki-laki usia 40 tahun datang ke UGD RS Sehat dengan separuh wajah yang melepuh. Kondisi ini terjadi 1 jam sebelum ke RS karena disiram air keras oleh orang tidak dikenal. Pasien meminta dibuatkan visum, namun belum memiliki surat permintaan visum dari polisi. Apakah yang harus dilakukan dokter UGD?","","Menyuruh pasien segera melaporkan ke polisi meminta surat permintaan visum","Mengobati luka, menyuruh pasien ke polisi meminta surat permintaan visum","Mengobati luka, mendokumentasikan, menyuruh pasien ke polisi meminta surat keterangan visum","Mengobati luka sementara, mendokumentasikan, menyuruh pasien ke polisi meminta surat visum","Mengobati sementara, mendokumentasikan, menyuruh pasien ke polisi meminta surat visum, menyuruh pasien kembali ke RS bersama polisi","E"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Ditemukan jenazah bayi di tong sampah, kemudian dibawa ke instalasi forensik RS dan dilakukan pemeriksaan otopsi. Hasil menunjukkan krepitasi tulang tengkorak, lebam bibir atas dan bawah, resapan darah pada kulit kepala bagian dalam, lambung ditemukan cairan susu, verniks kaseosa (-). Kemungkinan sebab kematian korban adalah?","","Infantisida","Pembunuhan biasa","Abortus","Still birth","Mati fisiologis","B"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Anak laki-laki 13 tahun datang ke praktik pribadi dokter dengan keluhan nyeri punggung. Menurut keterangan ayah yang mengantar pasien, keluhan diperoleh dari cedera olahraga bela diri. Dari pemeriksaan fisik terdapat memar pada punggung pasien. Satu tahun kemudian dokter mendapatkan surat permintaan Visum et Repertum dari penyidik untuk kasus yang terjadi 1 tahun silam. Apa sebaiknya yang dilakukan oleh dokter?","","Meminta penyidik membawa pasien untuk diperiksa dan membuat VeR","Membuat VeR dari data rekam medis 1 tahun lalu","Meminta penyidik membawa pasien ke RS dengan fasilitas lebih lengkap","Memberi rujukan ke dokter spesialis forensik dan medikolegal terdekat","Menolak permintaan polisi penyidik karena harus melindungi rahasia medis pasien","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Laki-laki 30 tahun datang ke IGD dengan keluhan luka pada betis setelah berkelahi dengan begal motor. Pada tubuh pasien tampak luka tepi rata, sudut landai, ujung lancip dan satunya tumpul, ukuran panjang luka lebih besar dari kedalamannya. Apa jenis luka yang diderita pasien?","","Vulnus incisivum","Vulnus morsum","Vulnus ictum","Vulnus punctum","Vulnus sclopetorum","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Sesosok mayat laki-laki ditemukan di rumah pada hari Selasa pukul 09.00 WIB. Pada pemeriksaan luar jenazah didapatkan lebam mayat di seluruh tubuh yang tidak menghilang dengan penekanan (>6 jam). Ditemukan kaku mayat sukar dilawan di seluruh tubuh, kecuali di kaki (2–7 jam). Perkiraan waktu kematian yang paling sesuai pada kasus ini adalah?","","Selasa, sebelum pukul 03.00 WIB","Selasa, sesudah pukul 07.00 WIB","Selasa, antara pukul 01.00–03.00 WIB","Selasa, antara pukul 05.00–07.00 WIB","Senin, antara pukul 01.00–09.00 WIB","C"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Seorang laki-laki 28 tahun korban perampokan dibawa ke UGD RS. Pada pemeriksaan fisik ditemukan luka bacok pada lengan bawah kiri, paha kanan, dan punggung kiri dan kanan. Setelah dilakukan perawatan luka di kamar operasi, pasien dirawat inapkan. Setelah 2 hari perawatan pasien meninggal akibat sepsis. Jenis visum apa saja yang diberikan kepada penyidik?","","Visum sementara dan visum lanjutan","Visum lanjutan dan visum jenazah","Visum sementara dan visum jenazah","Visum definitif dan visum jenazah","Hanya visum jenazah","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Jasad seorang perempuan usia 18 tahun ditemukan di kamar kosnya dengan banyak darah dan gumpalan di lantai. Setelah ditelusuri ternyata darah keluar dari liang vagina. Diketahui sebelumnya bahwa korban sedang hamil usia 13 minggu. Kemungkinan penyebab kematian korban adalah?","","Perdarahan","Trauma tumpul","Syok hipovolemik","Atonia uteri","Sisa plasenta","A"
"Kedokteran","HKEK & FORENSIK","HKEK & FORENSIK","","pmb","Mayat bayi perempuan BB 2800 gram, PB 48 cm, plasenta masih melekat, lanugo (+), panjang kuku melebihi panjang jari tangan dan kaki, labia mayora sudah menutupi labia minora, tes apung paru (-). Kematian bayi dalam kasus ini tergolong sebagai?","","Pembunuhan biasa","Still birth","Infantisida","Abortus provokatus kriminalis","Pembekapan","B"
